campaign_id,brand,industry,target,city,budget,duration_days,selected_panels,performance_score,estimated_reach,conversion_proxy
6e4e7119-71e2-4e99-a0f2-726d573d0df3,Maison Nova,beauté,jeunes actifs,Nantes,212791,26,578,80.28,2680125,42.14
45109fed-788b-4dbc-a6ff-452809ff67a5,AutoMotion,food,grand public,Bordeaux,327426,18,431,79.1,717419,100.25
c66497b6-9031-4a4b-8737-fbc8a0d3583c,TechNova,santé,grand public,Toulouse,48538,17,429,67.17,3055809,36.12
02749390-219a-4f0c-8cba-d6428d42bff2,Carrefour Bio,sport,familles,Toulouse,467714,45,43,67.79,1198724,87.66
b9ec124c-98f6-4fea-b18d-16cb952e8559,UrbanFit,tech,étudiants,Lyon,339901,44,415,68.27,2026110,90.21
2949297b-24c3-4a40-b53d-3a2b285681c1,TechNova,food,étudiants,Lille,71070,39,193,79.67,1602281,67.5
f0b66bbe-e79d-4a8a-a3db-21d9b01e9995,Fresh&Go,automobile,grand public,Lille,448153,24,24,80.2,431444,111.65
8719e1ce-e5a9-4142-ab82-3bfbb90fb8de,Carrefour Bio,tech,jeunes actifs,Nantes,419025,29,88,70.31,3201561,110.1
ec30b017-25bf-4d9e-bb48-a7ef1e8f24e6,TechNova,santé,familles,Nantes,450667,27,443,93.37,1580897,121.0
c1e32df5-318c-4694-a434-a68e4df8d54d,UrbanFit,tech,familles,Marseille,321351,3,451,49.48,1738153,55.63
2eed9ae3-b8b0-4426-b809-1013f4ca6fb4,Carrefour Bio,santé,grand public,Toulouse,231493,26,183,86.34,1687327,65.78
c1a40728-78ea-4e36-87bb-93d49c6da8a4,Fresh&Go,automobile,CSP+,Marseille,56325,33,571,53.08,1173565,52.99
2be7a04b-092c-444d-9a38-f3a432580273,Luxeor,santé,grand public,Paris,126684,32,42,47.1,2846668,40.49
6dcc9ae1-1fa4-475b-b6e0-28493bb43a77,Bellea,food,étudiants,Marseille,269651,4,199,90.86,2284597,136.22
d410e0d4-2d13-4161-8ca5-78a522db1982,Carrefour Bio,santé,étudiants,Bordeaux,337471,43,53,84.29,3286047,86.93
755c1b90-82c7-4265-8359-9e149bf9a527,Fresh&Go,automobile,jeunes actifs,Lille,31671,7,324,65.36,308094,66.74
ce910cd8-8f0d-4086-ab01-18e95589cd63,UrbanFit,beauté,familles,Paris,208049,8,110,71.31,3414726,87.9
db0544dc-8f20-42c0-b91a-01b5d9d6ba7f,Luxeor,santé,CSP+,Toulouse,344352,3,444,84.09,3371380,85.55
a71f2ca1-0c7f-42dd-bef4-5633b063aaf9,Maison Nova,tech,étudiants,Marseille,120884,40,35,86.47,1819406,51.43
73168cec-9d61-4fa9-ade6-1af7952b9967,Maison Nova,retail,jeunes actifs,Lyon,279403,8,250,84.92,2581862,90.44
ed33ac14-263e-4d2e-ae66-cfccdd6e2e51,Luxeor,food,étudiants,Lille,21297,16,430,50.85,768882,39.59
3550fa24-2035-4c08-ab69-3c4359fd28ac,Fresh&Go,automobile,touristes,Paris,387297,37,275,59.21,3111334,70.84
e79c46e5-559d-43de-a871-24861217cf20,TechNova,santé,jeunes actifs,Lyon,147127,36,90,73.3,716835,51.48
7196a879-f22b-4d92-8d3c-6eb2b9dadade,Maison Nova,sport,touristes,Bordeaux,217524,30,32,51.38,1223383,65.04
b381e244-f1d2-42ec-9f48-55e5f7a05a2d,Luxeor,tech,touristes,Lille,226785,10,158,61.84,2229266,77.59
7b7714fd-5109-4839-a512-0bfc8b86c987,Fresh&Go,santé,CSP+,Lyon,286691,36,461,80.77,314904,54.13
07a9eb27-4625-4ab8-9280-60a7214e0c93,Luxeor,automobile,CSP+,Lille,369438,13,515,77.12,1387349,121.79
ed0bb82f-bd6b-41b1-94bf-e746131f7ca4,Fresh&Go,banque,familles,Nantes,162757,31,186,82.49,3185908,82.3
ad93edc7-221b-42cc-85b1-ac2638d5baab,TechNova,santé,CSP+,Marseille,20408,9,589,87.25,2317054,144.96
cdf137e8-f433-4cbf-84fc-f82442ffb9ca,AutoMotion,banque,grand public,Nantes,247871,20,194,85.29,1449049,100.68
a53506a9-57eb-467b-8317-f00088c1803c,UrbanFit,sport,étudiants,Nantes,352839,10,461,94.54,1455626,142.08
7af2d071-3d14-40f2-b03f-6357c204cec9,Fresh&Go,tech,jeunes actifs,Lyon,156100,14,143,91.87,2416938,51.93
01c3f836-4fae-4a53-9693-e28c147935cf,TechNova,santé,grand public,Paris,412131,24,416,56.04,3238561,32.62
5bee9f44-bc3c-41cf-b253-213842e275ae,UrbanFit,santé,étudiants,Marseille,273685,14,210,62.98,1100720,54.65
aff88baf-f5ba-42f1-908f-fe17057ce69c,UrbanFit,tech,étudiants,Nantes,499361,14,416,92.42,2128292,85.74
227b21f3-f6e8-47c4-a00b-49611a5d875c,AutoMotion,sport,jeunes actifs,Bordeaux,334709,30,247,61.81,351861,78.83
30c61305-fd34-4f34-8b57-084bee981b44,Luxeor,luxe,CSP+,Lille,355121,42,577,58.86,1259572,75.81
3726fca6-7ab7-4a32-9e4b-e3d08517f655,Maison Nova,sport,étudiants,Paris,81410,18,518,86.47,540584,71.45
cfa7a134-3549-42ab-971e-61d333fa63fc,Luxeor,retail,grand public,Marseille,69036,26,43,69.28,1508687,73.48
72a6e397-61cf-4132-9b16-4392ca0ce2bc,AutoMotion,santé,grand public,Lille,251882,37,219,63.21,3351867,96.32
246db49d-78fc-4758-b945-e207e06687ef,Luxeor,retail,étudiants,Lyon,375786,12,418,71.06,2596255,94.47
d9c55489-b781-40e8-8b1e-1e7aa31cd415,TechNova,sport,grand public,Marseille,445589,9,418,57.96,1926974,82.57
56b2f511-764e-45e7-9e4b-0dedaa271df4,AutoMotion,luxe,grand public,Marseille,441625,44,100,54.26,333409,65.34
f73dcc65-d492-4fb2-a911-3178581695c7,Maison Nova,santé,touristes,Lyon,8565,14,386,66.96,193966,93.41
32fb116e-d84e-45cb-a445-2211aa7783d0,Fresh&Go,automobile,jeunes actifs,Nantes,233122,23,377,96.8,2918653,118.08
6db80b09-29c1-407a-95a0-5f4871e49f3a,UrbanFit,beauté,familles,Lille,389724,20,247,77.94,1819192,124.33
769d19e7-030c-4113-8753-f5a86be0fcdb,UrbanFit,automobile,jeunes actifs,Nantes,70435,34,404,81.68,1186892,73.22
83ecfef8-a1b0-4c81-b8de-be516d870de0,Bellea,sport,familles,Toulouse,390782,27,572,72.54,1144032,119.1
91242ead-00d6-4365-814f-1f96b3d48df1,AutoMotion,automobile,familles,Paris,382800,25,509,48.25,1069743,35.72
05ada2d9-2904-491d-b5fb-d2d1c45a2081,Bellea,banque,étudiants,Lyon,467416,31,206,67.77,2404075,50.19
cd84e9c2-82ca-4f91-8786-6396a161a91a,Maison Nova,beauté,touristes,Toulouse,174027,14,515,87.98,3123069,109.4
a952478f-affe-4289-8265-5ef89fe44596,Luxeor,banque,CSP+,Toulouse,60482,24,531,70.59,994983,36.86
c8c4e238-aed9-4931-bf09-37bb2bdde726,Maison Nova,beauté,CSP+,Lyon,41871,7,88,64.56,706046,63.84
813f94ae-8fbe-4211-81da-8c2b234a3b81,Carrefour Bio,food,jeunes actifs,Lille,136438,22,388,80.24,2114850,44.8
513d6b5c-ffc2-4a68-8b68-3fc5a8ad4c88,Fresh&Go,luxe,étudiants,Marseille,149786,9,492,63.01,1477301,87.49
ba1a3d90-a0d6-44b2-9114-8cf944200381,Carrefour Bio,sport,jeunes actifs,Bordeaux,497534,24,40,88.2,2714327,135.0
245c43b3-019b-49f3-8cb6-beade5d8cb7b,UrbanFit,food,grand public,Lille,341517,4,330,87.18,655489,58.72
1c71a664-532a-4067-8ab7-41b1cf12421f,AutoMotion,food,jeunes actifs,Toulouse,222775,6,453,48.67,1088199,60.02
4750138c-aaeb-45fe-90f0-c4cbaa26d571,Luxeor,banque,familles,Lille,31920,5,284,84.64,1818181,42.48
74773112-23cf-4e07-a4da-5ff396e08fd5,AutoMotion,sport,étudiants,Paris,214655,7,202,86.84,1774058,144.57
a7eb7bf1-5c2d-49c7-a79e-aa6301fc0cbb,Bellea,luxe,étudiants,Marseille,325253,30,484,47.35,1022568,36.91
b864f3ac-5d5f-4263-9a69-a900858f7502,Fresh&Go,automobile,grand public,Nantes,133884,16,185,80.66,2940944,65.32
51d67d1a-b0d1-4624-8b09-92e2041bb3b5,Maison Nova,sport,touristes,Bordeaux,92466,15,430,74.38,1547953,113.58
17735ca1-2dab-4792-9d80-f51a281cb5e8,Fresh&Go,automobile,familles,Marseille,94500,15,459,90.81,1243987,96.12
74f06b2f-f84c-4f54-b849-5d314967f028,AutoMotion,beauté,CSP+,Nantes,115209,10,188,69.88,1559818,115.97
20c45b6f-7231-4f3a-bed9-0d7484bf4e9e,Fresh&Go,automobile,grand public,Nantes,221373,40,38,51.88,2354035,76.53
c3fb4a9d-1ea4-437f-bc70-a592cf8f288d,TechNova,luxe,familles,Toulouse,116108,22,386,61.96,3290615,97.77
6555af51-2e98-4d33-99d5-376e01d93e4b,Fresh&Go,luxe,jeunes actifs,Bordeaux,140611,22,335,74.56,816569,97.54
4e19a053-c9e8-4276-ac5b-b184b9219d94,Fresh&Go,food,étudiants,Lille,273241,25,588,46.4,2608535,74.65
4b88280d-1d9c-401e-a453-134fe3fec5a1,Bellea,automobile,touristes,Nantes,318601,19,504,48.28,2594476,67.32
d9cfc2ef-e250-4300-a722-a49aea268f6f,TechNova,automobile,familles,Toulouse,460585,22,207,83.28,2936902,108.03
971cde76-db5c-4241-9238-776321d2f465,Luxeor,santé,familles,Bordeaux,298045,31,579,63.83,2042928,65.05
3fe30720-8e1f-46f9-8030-d29409c28079,Fresh&Go,retail,familles,Nantes,331477,44,585,60.93,2826025,96.42
d3b19552-5f4a-4bbe-b1e5-72da6a6befb9,Luxeor,beauté,étudiants,Bordeaux,359503,24,390,83.77,60903,81.41
18eb1e61-25e0-4fbd-ae24-0126079caad2,Bellea,banque,CSP+,Bordeaux,265619,8,503,71.29,1046569,73.02
a97e383a-f232-4556-a0c1-3cec7bebd893,Fresh&Go,tech,familles,Marseille,80407,14,237,62.56,3437629,104.06
19715db7-f26b-4f8e-9ada-d957c0d6cdc7,Luxeor,sport,étudiants,Lyon,255153,19,462,95.5,1557411,156.27
184bec77-aad8-435e-a7a7-bcc31f954eff,UrbanFit,banque,familles,Bordeaux,486411,36,90,85.63,3144589,103.46
d8fc8f55-0642-498f-b6cb-545a602f7af5,Luxeor,food,familles,Bordeaux,42001,18,418,62.34,3051565,98.48
473bd873-8067-44b5-aab9-39d09d220fc4,Bellea,luxe,grand public,Lille,327129,7,110,66.68,1386135,82.17
71c5150f-b919-458c-90dc-65926199ce56,TechNova,tech,touristes,Marseille,188670,9,86,47.89,3359852,45.1
6b9b0bb6-fda3-41ef-afea-73190c40eaa1,AutoMotion,luxe,touristes,Nantes,381353,17,225,82.17,3444095,93.29
e9a9bd44-e25f-4d03-9aef-2e25271d8df6,UrbanFit,food,jeunes actifs,Lille,387877,32,78,83.08,2876998,126.27
b5245902-db92-424b-b8b0-8c2d6489c49f,Carrefour Bio,tech,familles,Lille,448965,39,10,83.55,2365951,97.88
4d12c03e-f468-4208-9fbc-9ed29c982f15,TechNova,santé,touristes,Toulouse,412580,32,21,80.03,2452930,124.99
7e1ce70a-4071-443c-8221-9a256c164bba,Fresh&Go,retail,touristes,Marseille,461790,42,422,65.9,2016846,56.19
745d6306-7f75-4c81-b906-bbf97601f2ad,AutoMotion,banque,touristes,Nantes,47840,28,282,53.7,1231384,42.94
a565226b-d394-4712-b404-d3c639947aa5,Luxeor,luxe,étudiants,Toulouse,288740,18,470,71.34,3162224,65.72
9f30f642-027d-4bf0-a988-2a435962c04e,Carrefour Bio,luxe,étudiants,Lyon,298681,20,404,55.31,1358892,66.26
9a9c3e38-a7e6-4dee-9da7-7ca5b65fc146,AutoMotion,luxe,étudiants,Nantes,104772,34,354,86.42,545960,136.22
2dd8c684-b7b4-455b-bb36-a49f4edfaa35,AutoMotion,retail,jeunes actifs,Bordeaux,104828,44,116,75.83,822734,85.58
d5d1e4a9-ae82-49d2-b6b9-5893c43bd3aa,Bellea,food,CSP+,Paris,374467,29,563,65.34,3174171,100.78
65c093ca-e8f5-4521-9ad5-32a53e0ac46d,Maison Nova,beauté,CSP+,Paris,133604,3,294,65.71,2170436,44.69
cc3a814b-9b76-4b6a-99e1-40a54bcc440b,Bellea,santé,jeunes actifs,Toulouse,457562,6,43,94.42,1965240,48.14
85e1535c-9052-4e63-904a-77b52a369c4d,Bellea,sport,CSP+,Lille,28227,37,576,59.54,1707386,46.4
97ce9bc0-c138-4df3-9ec0-60487ab705ee,Carrefour Bio,retail,étudiants,Lyon,7184,4,35,74.76,2175296,103.83
742e6061-99c8-4e80-be80-94389e810edb,Luxeor,banque,grand public,Marseille,344649,18,172,90.77,3437123,77.03
03057ffd-6c3b-4636-b152-a95221b42d23,TechNova,luxe,touristes,Marseille,479659,20,399,58.2,1372952,46.02
cabaefdf-5212-4f0c-b6bf-89cb8e8d9824,Carrefour Bio,automobile,CSP+,Lyon,325217,22,542,85.32,3262064,115.61
44d09a6f-8bfb-44d9-9497-ee12f6bf3299,Fresh&Go,banque,jeunes actifs,Lille,60835,19,118,79.14,1203273,115.49
5bc512a0-f58c-421f-82d9-4942cdb61149,Bellea,beauté,grand public,Marseille,317437,27,291,94.77,3101890,159.26
c65270cc-48c6-43e2-a68c-f68d1a668c65,TechNova,retail,familles,Lille,325586,39,349,92.32,880344,96.61
7520418a-db53-497c-ad87-5b71222c3a4f,AutoMotion,tech,touristes,Lyon,363738,28,136,62.18,1929027,35.93
e7506cd8-0a3a-440d-9dd6-dd44efc437af,UrbanFit,sport,familles,Bordeaux,295080,36,220,86.52,178430,111.82
5b1e439a-4212-4570-93ff-c84bab349675,Carrefour Bio,retail,grand public,Lyon,305659,32,153,62.96,1663134,74.54
cca735ef-89d7-4f62-8f42-3e6b02030a3d,UrbanFit,santé,étudiants,Nantes,379861,23,425,55.47,346800,82.89
34055872-ed8a-42cf-96bd-8695e5e4634c,Carrefour Bio,automobile,familles,Marseille,205937,10,244,47.14,1475098,50.18
6a042934-9d30-4f65-ad52-bd1eab18951f,Fresh&Go,banque,CSP+,Toulouse,49796,21,169,95.22,1971766,127.15
1a6bb47a-9726-462a-be52-e0748f52eb90,Carrefour Bio,banque,jeunes actifs,Bordeaux,355108,22,527,75.13,2494601,47.2
69638d28-db79-42a3-8348-640744f7532c,AutoMotion,santé,CSP+,Paris,65727,5,317,95.58,66528,101.95
587202a6-e5ac-4b42-a600-3b6d1ee884aa,Bellea,retail,grand public,Marseille,340631,25,243,56.79,3395549,32.58
7725587d-e419-498e-8c7a-d59c2ef1a015,Bellea,santé,familles,Toulouse,216333,27,546,63.68,1373476,53.72
8e65747a-c988-4416-af44-cff0ce4f7867,AutoMotion,tech,étudiants,Paris,335797,37,12,49.31,1338840,69.05
ebe266e4-1813-49aa-8513-32d05a6a32c0,Carrefour Bio,santé,touristes,Nantes,168683,10,51,57.96,3309639,45.68
b343a81a-e382-41cd-a75f-334204cb00c5,Luxeor,food,familles,Paris,59574,44,211,75.11,2700926,56.65
3a5c6bf6-d98f-4128-b42d-47a17169ce67,UrbanFit,luxe,touristes,Bordeaux,257905,13,583,81.66,1094111,47.16
0cb3e929-c22a-476f-aa9b-0d43a960e83f,Maison Nova,banque,grand public,Bordeaux,217144,33,17,90.88,1942627,78.96
04341528-79b9-4b88-a634-e1424c7627eb,AutoMotion,beauté,CSP+,Marseille,372656,30,563,88.82,2175701,81.05
7c01ab7b-0f99-45af-add3-b31b21f7e547,Fresh&Go,sport,jeunes actifs,Bordeaux,5041,5,451,52.65,3025714,86.5
a39b94e1-5bd3-414b-86db-8b02b4fc1124,Luxeor,banque,grand public,Lille,391008,32,439,90.85,2465010,81.46
edc8c3a0-d602-45fa-af25-8b9b78434b28,Carrefour Bio,beauté,familles,Lyon,373916,42,284,60.75,2959002,44.31
9f0e9d36-8a09-46b9-a260-35d22301ad5a,Fresh&Go,beauté,grand public,Lyon,59098,32,333,91.6,1697284,109.59
69a88400-f3ba-4e6b-9cc4-29b41729d3df,Fresh&Go,banque,familles,Paris,13986,19,208,94.56,2198492,52.48
79a3f880-e5bd-4e98-98df-7833f4ccb404,Bellea,automobile,touristes,Bordeaux,384156,30,352,75.02,765009,116.1
fad3f34f-f9e8-497e-8b61-0a80d0dc3958,Bellea,banque,CSP+,Nantes,165263,13,568,73.43,1872785,83.81
a8337e8a-e4d0-4fdf-a7f5-f6996b5972c1,Carrefour Bio,automobile,jeunes actifs,Marseille,323170,6,113,57.63,1673888,89.38
530b42ae-afca-4ce3-9cbb-0d7ab37ed98b,AutoMotion,luxe,étudiants,Marseille,410538,11,292,77.44,1720928,68.07
6a1342a1-fa2a-4649-8ad9-22ed2c79b944,Maison Nova,retail,étudiants,Nantes,185078,14,545,78.12,1651829,95.04
efe32cc8-72bf-4457-ae97-c3e45f40f565,Maison Nova,luxe,jeunes actifs,Lille,132508,21,54,68.46,1956204,35.67
aff57c3b-7999-4a51-a706-c52676feb6ca,Fresh&Go,food,touristes,Nantes,425777,8,89,68.65,2221644,87.27
0def4300-012e-4e4c-9440-68569d6f1272,Luxeor,luxe,étudiants,Nantes,44777,26,446,79.5,56157,113.39
25cc5335-0065-4491-b8d2-a4f23fcc9951,Luxeor,santé,jeunes actifs,Paris,140780,45,582,54.13,1838768,36.89
fea5bb7e-9eed-428d-8501-82f307ba26d1,TechNova,automobile,grand public,Bordeaux,148195,44,99,68.2,3165932,75.79
555d4721-5229-4494-8767-5511af9afc4b,UrbanFit,santé,étudiants,Toulouse,391776,7,353,46.07,1206923,40.86
d76c1118-a91c-44c1-a911-5457e43159b7,Maison Nova,banque,touristes,Bordeaux,273418,18,299,83.46,1288917,58.2
16f5af6b-8fed-4b2e-9d7c-8ed782bdc758,Luxeor,banque,familles,Toulouse,263247,31,256,90.82,890905,122.75
9b506554-4ef0-4c0a-b125-30f48c5eca11,Fresh&Go,banque,touristes,Paris,387435,8,173,64.15,3049642,88.95
af782f92-4cd3-4d2a-a5e0-2b4831f15411,AutoMotion,banque,jeunes actifs,Bordeaux,389489,28,80,77.71,2700274,92.91
f2ba4a60-0f40-4867-aa38-f3b19ef505fa,Maison Nova,sport,grand public,Bordeaux,341250,29,250,63.53,536832,58.99
a907e288-3845-4d27-a369-b8d668625c4f,AutoMotion,automobile,étudiants,Marseille,130797,24,488,58.97,2394251,68.9
a0a7a4d7-c7d4-48fa-a882-6ce16b30caab,Maison Nova,tech,jeunes actifs,Bordeaux,77641,45,492,68.14,2909557,111.47
c4d06c21-4075-4460-90e7-b2d4b74d3c4d,Maison Nova,banque,jeunes actifs,Bordeaux,141740,21,231,61.97,3313201,52.78
c1cc2ad8-fad9-44d6-8060-e0cb5e75a47a,Fresh&Go,beauté,touristes,Nantes,362023,40,89,72.21,702717,120.76
653fa8a1-c452-4c87-9775-f8d746651e3c,Luxeor,automobile,jeunes actifs,Paris,82246,36,354,87.58,1510358,105.28
23e84525-296a-4483-be46-8f7dcd3ffd5b,AutoMotion,beauté,étudiants,Nantes,473067,45,445,84.98,301166,103.25
10108ed3-0c1b-4542-8db5-8aa3e489a658,UrbanFit,retail,étudiants,Nantes,487766,6,282,76.95,531293,123.9
d52cdbbb-5f8e-41c0-8710-7e143f669ec5,Luxeor,food,jeunes actifs,Marseille,136641,19,44,48.12,2203643,52.34
f52e4f96-9055-4abe-a2fa-06060da16d8b,Luxeor,automobile,grand public,Paris,461614,31,600,51.63,3296418,59.43
8239f98b-2ee1-461b-a473-ccbe77e8e710,Luxeor,sport,touristes,Toulouse,259628,17,286,51.26,1407481,81.05
d8631bc8-6167-4e9d-b18e-87d554dee114,Bellea,banque,CSP+,Marseille,242823,17,288,70.9,2424524,49.21
d4325b42-8684-4393-abff-6b9a9a6e25af,UrbanFit,luxe,grand public,Lille,179346,21,232,78.55,2142791,77.48
f8ee57a6-653f-44ed-9dbe-16a4f3526c0c,Luxeor,retail,grand public,Lyon,430152,40,185,88.32,3073577,95.06
966b5d32-e9f0-4a4d-b3a9-40a99f6c3313,Maison Nova,luxe,grand public,Lille,68932,35,19,66.66,596364,44.48
80d9fa37-40c6-4784-a816-2716a5b37be5,Fresh&Go,tech,touristes,Bordeaux,361653,16,396,97.6,2297384,143.57
78f03b2c-7ee3-491b-9067-0cd6413c00a7,TechNova,luxe,CSP+,Lille,27429,42,174,63.32,532658,69.9
34eaf5e1-2b92-43b9-8295-468f8b320f6c,AutoMotion,automobile,touristes,Marseille,269805,38,516,76.77,3208939,92.96
92be0f34-2401-4d52-b4a3-ad667c4c47b2,UrbanFit,automobile,grand public,Paris,133529,28,35,92.27,785189,102.33
8d741b89-adcf-47af-af5b-3b86fbd89260,AutoMotion,santé,CSP+,Bordeaux,407040,14,316,72.54,1864554,37.08
6db846bf-9027-4f1b-8453-04a9892ee8e1,TechNova,luxe,étudiants,Lille,181477,34,324,50.41,1618128,36.6
fdd5967b-516f-4d55-819c-dff6cac12057,Bellea,banque,étudiants,Bordeaux,179969,42,235,49.69,272880,42.59
9b658f7b-e76f-46e6-8335-70b98136d179,Luxeor,luxe,familles,Bordeaux,243913,44,370,54.33,1615895,70.8
45f3f819-d374-41db-b220-187430516e65,Luxeor,food,grand public,Lille,179289,5,503,85.33,1738613,51.39
2f0588d3-8516-4da2-ab51-faa77edfcf0c,UrbanFit,tech,étudiants,Bordeaux,362098,23,88,71.55,408377,52.4
712859c9-0268-47d1-8b43-0f8047195909,Luxeor,tech,grand public,Toulouse,46483,41,461,93.82,3236618,49.6
76f3e2ad-1a11-445d-9087-9840d040a99c,Carrefour Bio,food,touristes,Marseille,213845,22,93,54.91,368919,59.42
ce2cb2e1-3073-443e-bc4b-7ecd8e851d89,TechNova,banque,CSP+,Bordeaux,466897,15,341,85.88,3260528,127.67
3f0c9bef-a4d1-4e2f-8b65-bd7169032d31,Fresh&Go,beauté,CSP+,Paris,382794,43,437,60.17,476109,57.54
619a908a-001d-41c7-9384-d31fbe9e42c3,Maison Nova,automobile,familles,Marseille,340405,20,232,48.64,610549,75.08
d358843e-9391-44f3-9091-b14839a64254,Maison Nova,santé,étudiants,Bordeaux,83840,36,267,84.15,2882284,131.13
97a34899-7571-4336-b681-501fcdea2b61,AutoMotion,luxe,CSP+,Toulouse,74480,42,557,79.07,3231774,56.36
3f5be845-39ba-44ab-830e-78155b18d124,AutoMotion,retail,jeunes actifs,Paris,284906,7,88,68.9,1336692,65.22
54701765-fb78-4883-b02d-8097d343ab44,Maison Nova,sport,étudiants,Paris,327596,43,467,97.59,1150898,67.35
c479292a-ab33-487f-9ebb-998c8a1f220f,Bellea,food,CSP+,Toulouse,264382,32,329,93.66,1682093,150.74
704975e6-b8bf-4cc1-be06-9186bf8f625f,Fresh&Go,beauté,touristes,Toulouse,238617,34,450,95.2,434473,157.23
0057e79d-e034-441b-95ee-e0264fff2697,AutoMotion,beauté,grand public,Nantes,464494,35,133,75.49,2392117,71.63
0d9bc262-04b9-4bfe-8ade-a1cbff1f5ed7,Carrefour Bio,food,étudiants,Toulouse,214523,11,359,76.14,2625125,77.03
dd6498d1-a64c-4936-beac-22e8edbc5565,Fresh&Go,sport,étudiants,Bordeaux,369402,26,456,90.79,508536,117.92
1aefbdc7-e04f-4b4c-a33b-a3a509017b1c,Maison Nova,retail,étudiants,Bordeaux,469590,7,575,61.33,3381152,58.18
34b1f104-c626-4a53-8925-bf86a1201d86,Maison Nova,food,touristes,Nantes,299458,13,15,79.93,1946970,45.44
12e25acc-750d-47ee-9d28-7a36b893de85,Carrefour Bio,automobile,étudiants,Toulouse,54885,12,451,50.89,1557856,72.7
2a9130f6-d1b5-4df3-8c4d-ce163ceb21bb,UrbanFit,luxe,familles,Lille,452808,8,539,49.94,1601306,56.44
1a9acdff-e43c-47c8-bfce-6365b9062422,AutoMotion,tech,grand public,Toulouse,94038,37,122,46.39,2607940,78.66
3961bc58-4add-4ee7-8983-8a6c02bbcf58,Carrefour Bio,luxe,grand public,Nantes,420700,3,110,54.86,1277460,68.45
b4545f89-69bf-4631-b888-3f050c421717,Bellea,tech,étudiants,Toulouse,63843,18,538,81.05,2585712,66.39
6c35b77d-900a-41ed-99ce-39640328ed84,Maison Nova,automobile,jeunes actifs,Nantes,112816,8,497,54.27,336850,77.82
23e1d8a3-59a4-4d55-a9e4-77eef99d8306,UrbanFit,tech,étudiants,Toulouse,150380,35,95,68.83,1312269,54.89
acf8c610-77b1-4909-bb2f-e5b28e446f21,Carrefour Bio,luxe,touristes,Nantes,257403,45,410,51.02,782859,39.12
fcf91b11-909c-42fd-8355-2a595776b4ab,Bellea,banque,touristes,Lille,339524,36,139,97.88,499307,73.94
befa0335-4a49-4ae9-9537-d39004074ae6,AutoMotion,beauté,CSP+,Marseille,293194,13,224,62.34,3029091,96.98
75a9b24b-428d-4830-9967-3ad1de953144,UrbanFit,automobile,jeunes actifs,Lille,66970,6,257,95.09,518511,74.76
cfecee5a-dac0-4900-9a5b-9348f73babb2,TechNova,automobile,familles,Lille,278365,32,181,72.6,1891724,122.47
8c24622e-783a-4493-8388-e26538275b43,TechNova,luxe,touristes,Bordeaux,306525,3,20,51.76,347291,81.59
4d1d7f10-b3e2-4ad0-ba56-355c39c947b7,TechNova,luxe,touristes,Bordeaux,324596,18,403,83.81,2946063,44.13
ee34abeb-fbcc-430a-8462-840f6fc802de,Carrefour Bio,sport,CSP+,Paris,165592,9,56,97.28,2458731,149.56
cf7b910d-2d20-4341-a76b-c7c38b84705d,UrbanFit,santé,jeunes actifs,Bordeaux,233923,35,86,81.07,402121,47.08
b150f08d-ce19-4e12-9a9a-ada9b7fc82cb,Carrefour Bio,automobile,CSP+,Marseille,390958,19,556,93.35,651214,141.51
4d0f1482-0910-43f7-bd26-ad905efc3074,TechNova,luxe,grand public,Paris,122738,26,263,59.53,1018723,40.39
759dafee-60f5-4bc8-bc55-c1778772b85e,Maison Nova,sport,jeunes actifs,Lyon,390815,37,314,65.76,3293909,73.95
3f218e02-8752-4cfe-95f9-2e77a6ce58ca,Luxeor,retail,grand public,Bordeaux,221282,29,432,94.06,535502,89.61
88f592f8-87ff-455a-9303-aff9426d8475,AutoMotion,automobile,familles,Toulouse,231308,15,207,81.59,3331354,113.16
58019e9a-a0c7-4cc4-b335-3493e3e67eaf,Luxeor,beauté,grand public,Marseille,278014,8,371,55.46,1291831,27.89
bc48fa86-6c80-40dd-811a-718ef409586b,TechNova,food,familles,Marseille,202732,44,97,69.74,690883,50.19
f593001c-7135-481a-8adb-0dd93cadf3fe,AutoMotion,santé,étudiants,Lille,83029,26,298,80.53,1398205,116.09
3d535b6e-9e5d-4676-9b02-d2b7cdd92ae8,Maison Nova,automobile,familles,Lyon,251069,16,449,78.39,2472781,121.23
7a98e0fa-965b-4a6c-bd8c-74a40a6eec06,AutoMotion,sport,touristes,Toulouse,350564,5,330,56.3,3063200,30.11
a348eb95-246e-45a1-be80-4b344f497f06,Carrefour Bio,santé,grand public,Nantes,383127,37,121,79.85,1763047,127.39
27e1bf9f-ad46-45aa-a6e7-a47f943048fd,Bellea,food,jeunes actifs,Nantes,359130,5,43,90.0,481650,105.83
d132dd7e-3b57-4ea5-b939-18c32dcfdd6a,Luxeor,banque,jeunes actifs,Marseille,482147,38,518,85.82,2023826,63.35
b74f53dd-e9fe-4f0b-8043-7063a50f2dca,Luxeor,sport,CSP+,Paris,59365,16,312,51.65,2648932,82.96
9a001c7a-0086-43ef-8538-d82e462f4907,Fresh&Go,tech,touristes,Bordeaux,17872,24,283,90.33,1085990,116.46
47d3cb6a-c41e-469d-9de5-f3f6dae7c7c3,TechNova,beauté,jeunes actifs,Bordeaux,203653,15,94,86.44,1361288,104.98
