panel_id,city,latitude,longitude,district,format,screen_type,visibility_score,daily_traffic,audience_csp_plus,audience_young_active,availability,maintenance_status,mall_name,poi_nearby,price_per_day
390e5053-8a85-4927-b9f7-8bc0b9d55b2b,Bordeaux,44.784521,-0.586649,Centre,DOOH 8m2,street_digital,52.57,75802,89.45,78.14,True,ok,Carmila Shopping,stade,1121
e6f31469-dd54-4c8a-97fa-85328f24796b,Toulouse,43.681838,1.465687,Retail Park,Écran galerie,mall_screen,88.66,54092,86.23,74.66,True,ok,Grand Centre,université,1074
5f1e0fde-f18a-4cad-ab32-6e7dc0eae15b,Toulouse,43.618492,1.380918,Université,Totem digital,digital,95.89,78149,72.42,57.8,True,ok,Grand Centre,restaurant,1116
cb1586fb-66ca-416c-a7ac-5932a4d9310c,Lille,50.554701,3.095715,Premium,Écran galerie,street_digital,93.88,42301,21.07,36.16,True,ok,Grand Centre,centre commercial,523
503137c3-c491-4f55-858f-ca75fc123c0e,Lyon,45.705086,4.791289,Premium,DOOH 2m2,digital,77.48,51139,27.61,22.56,True,ok,Grand Centre,restaurant,670
cc285f0b-f80e-465c-9a1a-eda91ae19ea4,Bordeaux,44.907046,-0.622723,Gare,DOOH 8m2,mall_screen,45.9,10798,33.68,48.78,True,ok,Retail Avenue,centre commercial,694
b0253da8-e0ce-4e9f-a4d9-441e8829cc4a,Lyon,45.816274,4.904363,Premium,Grand format digital,premium_digital,53.89,53326,73.63,70.99,True,maintenance,Carmila Shopping,restaurant,499
e55a79c0-332d-469a-ada9-bec4ea9549a2,Lille,50.633338,3.064666,Zone Commerciale,DOOH 2m2,premium_digital,71.57,44431,69.29,87.94,True,ok,Grand Centre,gare,837
3215674c-19a4-4080-bccd-c6d9efc0b22a,Lille,50.598152,3.096915,Retail Park,Écran galerie,street_digital,76.62,71517,92.93,87.64,True,ok,Galerie Marchande,université,631
cb914f24-f403-4cad-a991-bd12a6edc1dc,Bordeaux,44.881807,-0.597309,Gare,Écran galerie,digital,93.6,72185,38.11,15.28,True,ok,Carrefour City Mall,centre commercial,1192
6ffb4806-8128-4b91-8f4f-b3d59dc9cd8b,Paris,48.868429,2.294713,Zone Commerciale,Grand format digital,street_digital,49.6,53730,29.93,22.42,True,ok,Grand Centre,aéroport,756
165174b5-b8ac-4811-a011-3162f030f76c,Lille,50.655682,3.060938,Quartier Affaires,Écran galerie,street_digital,66.92,44162,76.37,41.89,True,ok,Grand Centre,centre commercial,91
0443a520-9621-4f7d-ba67-20548cc9ad5d,Paris,48.784968,2.356004,Zone Commerciale,Écran galerie,mall_screen,63.57,55585,80.63,79.19,True,maintenance,Grand Centre,gare,745
efb5469d-35d5-4e80-991d-de85169ebd30,Paris,48.801225,2.414884,Gare,DOOH 8m2,premium_digital,92.39,35280,25.15,53.42,True,ok,Galerie Marchande,gare,912
80a44333-031b-4fae-8705-9d14cfc817ae,Bordeaux,44.917498,-0.656482,Zone Commerciale,DOOH 8m2,digital,87.65,42917,81.54,80.04,True,ok,Galerie Marchande,centre commercial,690
8c2f82c6-d8e3-401a-878f-6d359d91ce87,Nantes,47.288258,-1.608979,Retail Park,Grand format digital,premium_digital,56.67,55098,24.56,18.39,True,ok,Carrefour City Mall,restaurant,649
14f8449f-2195-41b7-9842-39f668c02550,Toulouse,43.535766,1.407258,Premium,Grand format digital,street_digital,76.81,77730,77.76,62.85,True,ok,Carmila Shopping,cinéma,638
2a607b71-bcbd-4899-856d-7ac68f29c417,Marseille,43.374905,5.378638,Zone Commerciale,DOOH 8m2,mall_screen,51.02,48723,49.19,35.27,False,ok,Retail Avenue,gare,1087
bbad1e54-a2c8-4020-acc0-ce2483956cea,Marseille,43.374557,5.445589,Quartier Affaires,Grand format digital,digital,45.78,43387,57.37,62.94,True,ok,Carmila Shopping,gare,965
d1e35a2e-463b-4e37-83eb-2ca900aa207b,Paris,48.803574,2.370919,Gare,Totem digital,mall_screen,59.86,7005,80.11,87.71,True,ok,Galerie Marchande,stade,115
3750046a-e53b-4dc2-9a3d-382e076a65a9,Lille,50.579794,3.027249,Zone Commerciale,Totem digital,mall_screen,47.25,13831,62.26,48.0,True,ok,Carrefour City Mall,cinéma,712
93357b65-a252-46c4-ae7a-f4fa53e2fdcf,Paris,48.858758,2.340258,Premium,Grand format digital,mall_screen,59.7,69708,74.12,30.11,True,ok,Galerie Marchande,centre commercial,891
c811043b-bb51-4649-bba8-61a213f28805,Toulouse,43.606988,1.51421,Centre,Totem digital,street_digital,50.83,56287,31.94,63.5,False,ok,Galerie Marchande,cinéma,653
df39008f-6ba1-4101-8ba2-b032794e4fae,Lyon,45.757479,4.889883,Zone Commerciale,DOOH 8m2,premium_digital,61.09,68879,35.73,78.7,True,ok,Carrefour City Mall,cinéma,840
4bedbd46-6b55-419d-8fe9-446c95d98011,Paris,48.933676,2.356941,Premium,Totem digital,mall_screen,94.14,13039,55.16,52.55,True,ok,Galerie Marchande,cinéma,719
f0ca17a1-a25a-45d7-bab7-e69c883c2309,Lille,50.648857,3.072295,Zone Commerciale,DOOH 2m2,street_digital,46.29,56303,89.59,32.67,True,ok,Galerie Marchande,aéroport,1109
9f41ae13-f971-4d9a-8fd0-b436c472c0fd,Bordeaux,44.762116,-0.634959,Zone Commerciale,Totem digital,mall_screen,54.42,63003,70.95,57.99,False,ok,Galerie Marchande,stade,997
4ef17119-89c4-434a-8788-2d1415edd1a3,Paris,48.883976,2.36055,Zone Commerciale,Totem digital,mall_screen,89.55,59740,63.57,67.75,False,ok,Carmila Shopping,cinéma,1154
d44614f9-da0f-42aa-883c-b83943b3cd6b,Paris,48.934813,2.412764,Quartier Affaires,Grand format digital,digital,74.96,83030,71.41,78.22,True,ok,Grand Centre,gare,1091
97c49dd1-1b2c-43c2-b2ca-bd45de74246a,Bordeaux,44.767093,-0.566235,Retail Park,Totem digital,street_digital,65.33,80960,77.16,62.04,False,ok,Retail Avenue,centre commercial,500
1983be69-e642-4656-bb35-f7823d1b0d1f,Bordeaux,44.761457,-0.634311,Centre,Grand format digital,digital,45.93,63981,49.89,26.32,True,ok,Grand Centre,centre commercial,260
f0db78b2-adbc-426d-a740-11ed00c28525,Bordeaux,44.898359,-0.571708,Premium,DOOH 2m2,premium_digital,53.51,75527,68.53,55.5,True,ok,Carrefour City Mall,stade,1080
b0998fb3-c53a-4d7a-ae30-ba2165641ec8,Paris,48.923065,2.334284,Premium,DOOH 8m2,premium_digital,86.82,79317,22.75,23.88,True,ok,Retail Avenue,cinéma,553
d2ffdaa4-bb19-44e9-9c7c-a9403b65e803,Lyon,45.727984,4.86873,Quartier Affaires,DOOH 2m2,street_digital,81.45,58433,69.6,60.56,True,maintenance,Retail Avenue,aéroport,751
e7112deb-5f62-43b4-8d5d-62b7a9ef0fac,Lille,50.630965,3.043503,Zone Commerciale,Écran galerie,premium_digital,73.52,30728,94.74,29.33,True,ok,Carrefour City Mall,stade,429
04f123ea-9529-480a-84d2-c4dc7c332525,Nantes,47.267263,-1.489792,Université,DOOH 2m2,mall_screen,56.99,43523,44.7,62.41,True,ok,Carmila Shopping,cinéma,271
8c2d022b-50b6-4e87-942e-5b9dd9b83753,Bordeaux,44.834351,-0.562639,Retail Park,Grand format digital,premium_digital,93.24,30382,58.74,68.32,True,maintenance,Carrefour City Mall,université,236
5922b549-9389-4036-8608-6dee923bd510,Marseille,43.226723,5.431842,Centre,DOOH 8m2,street_digital,97.3,14622,76.44,85.22,True,ok,Galerie Marchande,stade,989
d77b2a48-38ce-47b7-83bb-b32c38cd2c1d,Paris,48.828488,2.392208,Zone Commerciale,Grand format digital,street_digital,90.05,71168,65.13,70.77,True,ok,Galerie Marchande,stade,189
2edbd889-ded7-4eeb-a5e3-8f2fa378f137,Nantes,47.279597,-1.596461,Retail Park,Totem digital,digital,98.54,83455,40.03,46.98,True,ok,Carmila Shopping,cinéma,946
617ba980-3416-4cb5-abc7-1d1acbd608aa,Toulouse,43.661696,1.516805,Zone Commerciale,Grand format digital,premium_digital,89.79,9902,52.4,85.32,True,ok,Carrefour City Mall,stade,807
25efe5d5-9a62-4cf9-a6f3-a5154a717c38,Bordeaux,44.908985,-0.600632,Retail Park,Écran galerie,premium_digital,83.85,22193,65.11,67.75,False,ok,Carrefour City Mall,gare,359
056fe31a-1f59-4c9d-acc4-db38521fd3ec,Bordeaux,44.890579,-0.606172,Zone Commerciale,Totem digital,digital,65.26,41085,68.19,89.69,True,ok,Galerie Marchande,gare,790
856a979c-82b2-4ebb-94bd-a59d266c3026,Toulouse,43.642919,1.450207,Premium,Écran galerie,mall_screen,77.07,52195,21.8,49.99,False,ok,Retail Avenue,cinéma,441
146ca0be-a68a-4678-b6af-9a8d087cfb99,Toulouse,43.544273,1.483082,Centre,Écran galerie,digital,76.48,72604,41.26,21.17,True,ok,Retail Avenue,restaurant,86
2999caa7-7f91-4fa6-bce4-d9773ff57a86,Marseille,43.2186,5.31565,Centre,DOOH 8m2,mall_screen,54.11,68521,69.83,45.34,True,ok,Grand Centre,université,1062
7d3475c7-c31d-42c4-8501-acfe9c3236d5,Lille,50.661048,2.986672,Retail Park,DOOH 8m2,street_digital,77.49,74921,35.25,51.51,True,maintenance,Grand Centre,centre commercial,574
b9a7931a-fd10-4bbf-9d78-4da4d65c5d4b,Lyon,45.807304,4.760287,Zone Commerciale,DOOH 8m2,digital,53.34,84354,46.09,84.96,False,ok,Galerie Marchande,restaurant,466
452508b7-12b3-4746-ae9e-94006248c83f,Lille,50.609538,3.050849,Université,Écran galerie,premium_digital,77.99,50686,94.25,46.04,True,maintenance,Grand Centre,université,436
5582db5b-dbf5-4dbb-8ba1-9175177c4456,Nantes,47.290421,-1.628469,Centre,DOOH 2m2,premium_digital,88.64,17977,30.02,67.42,True,ok,Retail Avenue,restaurant,947
3606be3e-04d6-42ff-b93d-7ffcf3b39ed2,Bordeaux,44.793113,-0.591844,Quartier Affaires,Totem digital,street_digital,64.69,3316,27.03,79.82,True,ok,Carrefour City Mall,aéroport,641
3f86c7c3-f1f6-4cff-a8cd-56d362a3c771,Marseille,43.220804,5.316073,Gare,Écran galerie,digital,58.49,47135,24.7,37.8,True,ok,Carrefour City Mall,université,865
da1dee78-e258-47e5-aee9-d4acc90368df,Lyon,45.762339,4.776219,Université,Totem digital,mall_screen,57.0,75597,63.84,71.28,True,ok,Galerie Marchande,restaurant,403
c3437345-95f9-4d2c-9787-08c418739d44,Toulouse,43.553933,1.473849,Premium,Grand format digital,mall_screen,65.66,35633,80.89,37.4,False,ok,Carrefour City Mall,stade,446
d889f4d1-a22d-4d9a-a5a5-ec8b1e22b273,Toulouse,43.652953,1.419124,Quartier Affaires,Grand format digital,street_digital,85.07,28500,82.38,73.63,True,ok,Retail Avenue,aéroport,368
420b7d8d-f22c-477a-8463-5d0ae8bf6fe1,Lyon,45.769351,4.841451,Quartier Affaires,Écran galerie,digital,76.5,40612,55.16,33.09,True,ok,Grand Centre,université,1067
5f73473f-5595-4830-ab9e-3d9824af5b09,Marseille,43.309342,5.321476,Premium,Totem digital,premium_digital,64.67,16202,39.55,73.63,True,ok,Carrefour City Mall,restaurant,354
c5131158-ef75-4e7a-bb3b-5a22e44c61d0,Nantes,47.248513,-1.587278,Centre,Grand format digital,mall_screen,77.07,38609,38.29,52.17,True,ok,Galerie Marchande,centre commercial,185
79f09318-9bd9-42c7-b734-901fcc303263,Paris,48.792585,2.383674,Quartier Affaires,DOOH 8m2,street_digital,71.42,33077,26.43,30.46,False,ok,Retail Avenue,gare,1175
4d287653-97d3-4695-9807-4016dcd8b8ad,Lille,50.576533,2.993922,Zone Commerciale,Grand format digital,mall_screen,89.01,64885,79.88,20.82,True,maintenance,Retail Avenue,aéroport,696
fc404cc5-375b-4180-8dd1-3efc93d8af56,Lyon,45.736907,4.828363,Gare,DOOH 8m2,digital,47.91,73016,68.88,15.17,True,ok,Grand Centre,aéroport,619
48ac7488-eece-4d1b-961d-e7418e5931c1,Lyon,45.797077,4.787088,Université,Totem digital,digital,67.23,8119,33.85,19.07,True,ok,Grand Centre,université,362
4a96f97e-4736-4da4-acc2-9ed23dc696e5,Lyon,45.730129,4.770992,Quartier Affaires,Grand format digital,premium_digital,60.91,21306,22.05,45.66,False,ok,Carrefour City Mall,université,275
27adaa8e-2904-422e-9591-3146f90b5e36,Nantes,47.202687,-1.490746,Gare,Grand format digital,premium_digital,56.32,69266,30.55,25.18,False,maintenance,Carmila Shopping,université,440
9cbd3d7f-5373-4a6c-a442-0ee6a52aaf2a,Paris,48.83619,2.294574,Quartier Affaires,DOOH 8m2,premium_digital,46.51,81671,76.81,78.78,False,ok,Galerie Marchande,restaurant,286
fe6076c8-662f-47c8-af5e-7332c008c6e8,Lyon,45.720452,4.783589,Quartier Affaires,Totem digital,street_digital,54.98,50854,91.65,23.76,False,ok,Grand Centre,restaurant,762
2adf9d46-b81d-427e-ad71-b8cf5fbe9ff0,Lyon,45.718653,4.785407,Zone Commerciale,Écran galerie,premium_digital,66.99,40252,65.71,47.11,False,ok,Grand Centre,restaurant,436
696c22ca-35b3-460b-8231-c20c54f948f0,Toulouse,43.533421,1.493838,Premium,DOOH 8m2,mall_screen,97.29,33642,52.79,49.04,True,ok,Galerie Marchande,stade,818
cd8f17c0-622e-4355-b1ec-514afec7ba35,Lyon,45.783493,4.88856,Premium,Totem digital,digital,64.59,13273,45.1,28.32,True,ok,Grand Centre,université,1079
9539e832-71d9-4aaa-9a7e-d1b794f5ae63,Nantes,47.281956,-1.479929,Centre,Totem digital,street_digital,65.34,33481,85.43,53.32,True,ok,Grand Centre,université,528
b8cb041a-d7f1-4490-ae4b-be1431056a4e,Lyon,45.748691,4.848757,Zone Commerciale,Totem digital,premium_digital,65.4,39019,85.86,73.31,True,ok,Grand Centre,cinéma,506
644b28f7-d47c-40e9-ae9d-c05cad6d953c,Bordeaux,44.85069,-0.548896,Gare,DOOH 8m2,mall_screen,95.93,17883,77.14,81.05,True,ok,Carmila Shopping,aéroport,875
3b1806c7-c153-4611-90c3-d86f3bed908f,Lille,50.697005,3.001418,Gare,Grand format digital,premium_digital,50.68,63435,26.13,63.07,True,ok,Grand Centre,cinéma,635
25ef7e89-d7f4-42bb-9f70-0c3e00c698e5,Lyon,45.83443,4.801559,Zone Commerciale,Grand format digital,premium_digital,75.17,66763,76.18,33.48,True,ok,Grand Centre,gare,1043
674f8932-971b-432c-af33-afc4b2a800cb,Bordeaux,44.860026,-0.560654,Retail Park,DOOH 2m2,digital,86.36,72814,79.05,20.79,False,ok,Retail Avenue,aéroport,1135
f4fd401a-d439-47d3-8903-54722467284a,Toulouse,43.556177,1.438105,Gare,DOOH 2m2,digital,46.61,4230,57.28,30.62,False,maintenance,Grand Centre,aéroport,1178
448de4f0-8ef7-4bba-8a29-aef13309e298,Bordeaux,44.825578,-0.582084,Gare,DOOH 2m2,mall_screen,75.46,3703,61.69,25.5,True,ok,Retail Avenue,gare,482
22de3e38-8db6-44c4-8106-bf8d810b98ea,Bordeaux,44.880714,-0.53392,Université,DOOH 8m2,street_digital,69.31,25309,44.25,35.85,False,ok,Grand Centre,stade,785
3ef0dcab-4e4b-4c3e-a77c-bdad581c5893,Nantes,47.203274,-1.486854,Quartier Affaires,DOOH 2m2,premium_digital,55.52,15471,54.5,71.1,True,ok,Retail Avenue,aéroport,617
bffe3926-fee2-47b2-a334-04596ba679dd,Bordeaux,44.893237,-0.646412,Centre,Grand format digital,street_digital,81.73,24992,68.15,67.69,True,ok,Retail Avenue,cinéma,132
051ce4f8-a8a5-4390-8bfd-8d2e207e236b,Lille,50.658308,3.065413,Premium,Grand format digital,digital,57.01,30124,65.01,17.46,True,ok,Carrefour City Mall,université,901
410a2dfb-9a4a-4f96-b9e6-cd2e69286cb1,Nantes,47.253346,-1.54277,Gare,Écran galerie,street_digital,59.97,77890,22.54,71.58,False,ok,Retail Avenue,université,500
888a9cc1-2e79-4e89-91b3-e71414a1e58d,Toulouse,43.568481,1.491331,Premium,Écran galerie,street_digital,60.48,75039,60.91,66.85,False,maintenance,Galerie Marchande,gare,523
a91799a3-cd6b-4324-9c9e-907001f718f3,Paris,48.788426,2.312367,Université,DOOH 2m2,digital,74.94,14796,50.03,88.15,True,ok,Carrefour City Mall,aéroport,718
bdf2e4c8-1d8e-4516-bda1-103ac0bc10de,Toulouse,43.668533,1.390048,Zone Commerciale,Grand format digital,digital,95.15,20929,59.72,77.31,True,ok,Carrefour City Mall,gare,161
a84c933b-3d9e-456d-85b8-b7596246ea8f,Lyon,45.730716,4.775219,Gare,DOOH 2m2,premium_digital,91.51,27489,39.34,82.15,True,ok,Grand Centre,université,484
02868a5a-890a-4195-8b44-36f936553b60,Paris,48.844675,2.383457,Zone Commerciale,DOOH 2m2,digital,76.1,13804,56.42,85.44,True,ok,Grand Centre,restaurant,1064
0f872d42-0b69-411e-9901-75472361e7ea,Paris,48.913434,2.413602,Premium,DOOH 2m2,premium_digital,88.49,16405,35.25,25.14,True,ok,Grand Centre,université,1030
b95f6749-ad11-4f5a-95b4-ca5a79c1d458,Toulouse,43.663489,1.390052,Zone Commerciale,Totem digital,mall_screen,96.31,74029,80.23,21.62,False,ok,Carmila Shopping,restaurant,1072
5f95ee56-2606-4334-97c5-4b12fbfbd08b,Toulouse,43.536713,1.51291,Gare,Grand format digital,digital,56.72,58365,55.73,53.26,True,ok,Carmila Shopping,cinéma,243
66c61f87-8040-4c18-98a3-ae99c2b79cad,Paris,48.923475,2.352091,Gare,DOOH 8m2,digital,78.81,15775,69.32,43.42,True,ok,Grand Centre,centre commercial,661
295df725-463f-464f-a952-7488cf2444e7,Paris,48.788782,2.310195,Zone Commerciale,DOOH 2m2,street_digital,95.6,29746,44.86,45.82,True,ok,Galerie Marchande,centre commercial,598
9c6af9d6-0b76-4653-9f05-a2a5013d75a2,Nantes,47.193503,-1.606845,Zone Commerciale,DOOH 2m2,street_digital,62.77,66322,75.47,82.01,False,ok,Galerie Marchande,université,1191
03c290dc-6a49-458f-b81b-4d62c35d0c8c,Bordeaux,44.870566,-0.615053,Gare,DOOH 2m2,digital,73.91,48240,51.94,60.34,True,ok,Grand Centre,restaurant,297
b97d2b8c-ab04-4a39-b651-9c8d53a1f648,Bordeaux,44.916265,-0.547079,Retail Park,Totem digital,premium_digital,63.74,60368,46.09,64.76,True,ok,Carmila Shopping,stade,998
107bdcce-d514-48ae-a81a-2929b5f05d2e,Toulouse,43.640606,1.43711,Centre,Écran galerie,digital,66.43,18667,77.03,42.12,True,ok,Carrefour City Mall,stade,249
404be59c-b843-4a8e-a6dc-7031f288ba9a,Marseille,43.353943,5.394426,Premium,DOOH 8m2,mall_screen,60.09,30361,20.38,76.38,True,ok,Carrefour City Mall,cinéma,1128
94a47846-1223-4149-8911-55281c061d58,Lille,50.673685,2.993717,Premium,DOOH 2m2,street_digital,45.28,84846,93.53,45.89,True,maintenance,Carmila Shopping,université,1178
d627fae3-d38e-4357-9c26-9de3b9df6e09,Lyon,45.685233,4.820923,Retail Park,DOOH 8m2,premium_digital,55.57,15791,29.13,80.26,True,ok,Carmila Shopping,centre commercial,397
44aa1452-aae4-446c-a2e4-58d009ec8211,Marseille,43.218607,5.334235,Centre,Totem digital,digital,62.97,21587,59.45,41.84,True,ok,Carrefour City Mall,gare,628
e15709a6-ef85-49e8-b92c-957fe9d365ee,Lille,50.646054,2.995832,Premium,Totem digital,premium_digital,65.52,14540,72.84,85.2,True,maintenance,Grand Centre,stade,987
ad0b8ced-5f7a-4054-800b-6289fb54e9df,Lyon,45.710357,4.858601,Quartier Affaires,Écran galerie,digital,77.56,2203,79.37,47.75,False,ok,Galerie Marchande,aéroport,1031
30bef7fd-f615-4e20-b5f6-d852c080b943,Bordeaux,44.796242,-0.63878,Quartier Affaires,DOOH 8m2,mall_screen,74.72,10740,21.78,37.51,True,ok,Carrefour City Mall,aéroport,761
8fadeb6f-ab6f-4f44-97d2-323b8bfb02bb,Nantes,47.259849,-1.507737,Quartier Affaires,DOOH 8m2,digital,73.08,13731,89.74,34.7,True,ok,Carmila Shopping,cinéma,254
c2645667-d42c-419c-90cc-ae51a9fc0797,Toulouse,43.60629,1.453074,Université,DOOH 2m2,premium_digital,78.56,4158,48.91,71.7,True,ok,Retail Avenue,aéroport,316
a561b889-3ed9-496a-9d59-275e79ef3cb5,Toulouse,43.548045,1.399707,Retail Park,DOOH 2m2,mall_screen,81.34,59478,38.79,83.83,True,ok,Grand Centre,restaurant,741
64b1a306-2c76-4332-a895-3614f18aba77,Marseille,43.362895,5.41528,Centre,Écran galerie,street_digital,77.58,41316,72.34,16.56,True,ok,Galerie Marchande,aéroport,180
c0447d26-5eee-4c87-a5a3-b3035d8b4a18,Toulouse,43.572386,1.507218,Zone Commerciale,DOOH 8m2,premium_digital,73.59,72401,52.19,43.29,True,ok,Retail Avenue,cinéma,639
f34c1011-1a88-469a-9045-52d0ddbff55d,Marseille,43.287548,5.296717,Quartier Affaires,Grand format digital,digital,66.95,20061,53.31,21.99,True,ok,Carmila Shopping,gare,812
398fc9a2-bada-4ea9-968c-a91340400a1b,Lyon,45.785603,4.837625,Quartier Affaires,Écran galerie,street_digital,55.69,53428,66.2,27.05,True,ok,Carmila Shopping,université,741
4c9013d4-90e2-4cde-86f6-6c81fd8ec46f,Nantes,47.27863,-1.632136,Centre,DOOH 2m2,mall_screen,60.51,25341,38.03,25.56,True,ok,Carrefour City Mall,restaurant,1010
188baf53-0f52-4172-b19b-1f955894cbe7,Toulouse,43.544863,1.381898,Zone Commerciale,Totem digital,digital,63.2,33522,90.67,44.87,False,ok,Retail Avenue,université,436
e859b1d8-7b62-4fe6-a350-10358e814829,Nantes,47.218238,-1.504161,Université,DOOH 8m2,mall_screen,45.82,37579,32.34,48.91,True,ok,Galerie Marchande,centre commercial,676
4db6c1c7-ad60-4a26-b1c0-727bf4a5c6df,Marseille,43.245505,5.325359,Premium,DOOH 8m2,street_digital,49.54,71693,89.12,25.45,True,maintenance,Retail Avenue,gare,456
0e233f94-de1c-4097-995d-2a669ca43eed,Toulouse,43.623458,1.378703,Centre,Écran galerie,street_digital,53.69,64818,42.16,26.77,False,ok,Galerie Marchande,université,442
5bc7df8f-598f-4baa-8235-df44494ae615,Paris,48.834069,2.310718,Gare,DOOH 8m2,mall_screen,54.69,54430,48.68,30.74,True,ok,Carrefour City Mall,cinéma,521
c0f05a69-689f-450f-a870-3973c0f6e7ec,Paris,48.91084,2.366019,Zone Commerciale,DOOH 2m2,digital,72.51,40792,59.87,85.32,True,ok,Carrefour City Mall,gare,570
c3bb6932-b881-4a4f-9a3c-49ce793e4027,Toulouse,43.563663,1.423987,Université,Grand format digital,mall_screen,57.41,80393,56.54,60.28,False,ok,Retail Avenue,centre commercial,283
67fcb85c-4bc3-49f8-928e-d2bfb9f16298,Lille,50.572596,3.11197,Quartier Affaires,DOOH 2m2,street_digital,65.71,38001,72.5,19.8,True,ok,Galerie Marchande,restaurant,372
eaed511f-094c-406d-99ec-afdbd7633e14,Lyon,45.684075,4.882727,Zone Commerciale,Grand format digital,digital,63.93,29668,30.25,32.57,True,ok,Grand Centre,cinéma,758
98452299-fcd0-45a1-a44d-f2248b6e474f,Lille,50.59554,3.094727,Gare,Grand format digital,digital,91.08,59387,20.96,70.51,True,ok,Carrefour City Mall,université,1004
2cf44d95-56ad-41b6-a5ff-57ebfeb15a2c,Lille,50.617665,3.044615,Gare,DOOH 2m2,premium_digital,68.54,8856,45.85,64.41,True,ok,Galerie Marchande,gare,257
16e24e3b-b72c-4738-bbdb-07ad4226e2b0,Nantes,47.250447,-1.582216,Centre,DOOH 2m2,street_digital,75.11,54517,69.66,74.79,True,ok,Retail Avenue,centre commercial,1200
5130e7d6-70b3-4729-8c5b-2f4824320f6a,Toulouse,43.673078,1.368046,Zone Commerciale,DOOH 2m2,mall_screen,79.61,63829,67.45,30.34,True,ok,Galerie Marchande,aéroport,398
cda0cb14-6b68-4a50-a87d-e38b06be9aeb,Paris,48.915641,2.332768,Quartier Affaires,DOOH 8m2,mall_screen,79.97,38487,68.53,42.57,True,ok,Carmila Shopping,gare,124
c5d454dc-6fe8-436b-8313-e2d995d0c20c,Paris,48.781227,2.391633,Gare,DOOH 8m2,digital,69.95,45325,77.97,33.42,True,ok,Carmila Shopping,aéroport,373
c75c962b-a654-43c5-9df6-811a9613bcd7,Marseille,43.286477,5.38571,Université,Totem digital,digital,79.45,51020,48.5,30.65,True,ok,Retail Avenue,restaurant,493
9fee9cde-35e3-430a-8a89-90aa9566f1ad,Nantes,47.247682,-1.567562,Quartier Affaires,DOOH 2m2,street_digital,76.36,45872,87.16,83.95,False,ok,Grand Centre,stade,415
c19cc3ed-687d-4fdb-9550-d5786b39b61b,Toulouse,43.593175,1.411054,Quartier Affaires,Totem digital,premium_digital,68.71,30078,85.36,42.66,True,ok,Carmila Shopping,université,1081
e2f0eac6-831a-48f3-a2dd-e3cf39360007,Nantes,47.196869,-1.57084,Retail Park,Écran galerie,premium_digital,96.17,51781,66.02,88.31,True,ok,Carmila Shopping,université,650
3cf5a1ad-c116-4d56-8bdc-46dbfcef47a8,Nantes,47.266747,-1.587523,Retail Park,DOOH 8m2,street_digital,65.22,16969,21.63,45.51,False,maintenance,Grand Centre,cinéma,864
f0f0da17-89d0-4d07-ae74-b9445392294d,Bordeaux,44.906409,-0.5218,Zone Commerciale,DOOH 8m2,premium_digital,52.86,8308,84.98,72.44,True,ok,Grand Centre,aéroport,124
081cacc4-c659-4ed4-a310-85e126271278,Bordeaux,44.828336,-0.53478,Premium,Totem digital,digital,59.16,36496,84.99,20.47,True,ok,Carmila Shopping,stade,381
9dc7d396-7389-45df-8f70-e00169a1824d,Nantes,47.169741,-1.490723,Gare,Totem digital,digital,70.38,2019,41.52,40.87,True,ok,Galerie Marchande,stade,676
67744b68-2410-473c-8d7d-ea338aa5f304,Toulouse,43.62957,1.437633,Premium,DOOH 8m2,premium_digital,56.2,81280,59.73,22.02,True,ok,Retail Avenue,centre commercial,399
2a3b6d8c-76ed-42df-9637-bb7782329ddc,Toulouse,43.533676,1.454982,Centre,Écran galerie,premium_digital,83.67,42704,24.8,84.19,True,ok,Retail Avenue,cinéma,529
5d710945-a0d3-4a2c-9aa0-7fddda2f528c,Toulouse,43.5472,1.502263,Premium,DOOH 8m2,digital,98.87,69386,51.98,15.33,False,ok,Carrefour City Mall,stade,1140
4d221d57-73de-431a-932d-8d734e0ad521,Marseille,43.297041,5.332747,Zone Commerciale,Écran galerie,street_digital,66.32,34377,77.99,80.23,False,ok,Carrefour City Mall,centre commercial,1123
c8a7f856-13f3-430e-9d69-8fc142dfa367,Lyon,45.834161,4.866314,Quartier Affaires,Totem digital,mall_screen,78.29,66574,74.28,62.86,True,ok,Retail Avenue,stade,352
3f708ccb-3e36-45bc-8ebc-f67b543ac548,Paris,48.866567,2.331475,Quartier Affaires,DOOH 2m2,premium_digital,68.06,75682,73.64,18.9,True,ok,Grand Centre,restaurant,182
9552c981-b7c8-407c-958e-72b13f988d5b,Nantes,47.242893,-1.4912,Université,DOOH 2m2,digital,45.05,15392,87.42,36.88,False,ok,Carmila Shopping,restaurant,1152
f21c2dc5-012f-4a57-bc02-8d654c951a23,Toulouse,43.606231,1.466428,Centre,Totem digital,street_digital,85.05,5882,41.44,62.85,False,maintenance,Retail Avenue,centre commercial,1122
c09271f0-ce5e-4aff-b24c-59b4d56a3986,Marseille,43.228636,5.323972,Zone Commerciale,Totem digital,mall_screen,63.16,69677,67.57,22.73,True,ok,Galerie Marchande,université,182
7268b596-26aa-4296-9041-00ee6fc6da74,Lyon,45.69073,4.857966,Premium,Écran galerie,mall_screen,50.67,54063,58.72,38.83,True,ok,Carrefour City Mall,stade,266
