panel_id,city,arrondissement,latitude,longitude,address,district,format,screen_type,visibility_score,daily_traffic,audience_csp_plus,audience_young_active,availability,maintenance_status,mall_name,poi_nearby,price_per_day
75-851-105-0046,Paris,5,48.8418047,2.3433779,45 RUE GAY LUSSAC,Gare,DOOH 2m2,digital,58.01,121111,70.26,33.22,True,ok,Carmila Shopping,gare,23
75-851-105-0047,Paris,5,48.8465391,2.3613486,74 BD SAINT MARCEL,Quartier Affaires,DOOH 2m2,premium_digital,77.63,233594,25.25,65.77,True,ok,Carrefour City Mall,université,28
75-851-105-0048,Paris,5,48.8467756,2.3433,172 RUE SAINT JACQUES,Université,DOOH 2m2,street_digital,92.57,297625,44.28,24.05,True,ok,Galerie Marchande,aéroport,28
75-851-106-0036,Paris,6,48.8498852,2.3235607,69/71 RUE DE SEVRES,Quartier Affaires,Totem digital,mall_screen,78.22,178859,88.05,69.06,True,ok,Grand Centre,aéroport,24
75-851-106-0037,Paris,6,48.8512315,2.3267575,48 BOULEVARD RASPAIL,Premium,Totem digital,premium_digital,70.95,250037,81.26,17.67,False,ok,Retail Avenue,stade,15
75-851-106-0038,Paris,6,48.842095,2.3297376,113 BD MONTPARNASSE,Zone Commerciale,Totem digital,street_digital,53.99,126797,76.97,30.48,True,ok,Galerie Marchande,gare,26
75-851-106-0039,Paris,6,48.8402985,2.3351989,163 BD MONTPARNASSE,Gare,Grand format digital,digital,58.02,137967,21.97,56.55,True,ok,Carrefour City Mall,restaurant,25
75-851-106-0041,Paris,6,48.845822,2.328693,107 BOULEVARD RASPAIL,Centre,Grand format digital,premium_digital,71.27,109706,33.8,86.7,True,ok,Retail Avenue,université,25
75-851-106-0042,Paris,6,48.8465369,2.3173431,5 BD MONTPARNASSE,Zone Commerciale,DOOH 8m2,street_digital,47.93,258712,92.63,55.61,True,maintenance,Carrefour City Mall,centre commercial,21
75-851-106-0043,Paris,6,48.8518902,2.3397058,87 BLD ST GERMAIN,Université,DOOH 2m2,mall_screen,90.42,111862,84.46,21.73,True,ok,Retail Avenue,université,15
75-851-106-0044,Paris,6,48.8537939,2.3441533,2 PLACE SAINT MICHEL,Zone Commerciale,DOOH 8m2,digital,66.12,67585,81.06,83.39,True,ok,Galerie Marchande,cinéma,23
75-851-107-0038,Paris,7,48.8599957,2.3102804,25 BD DE LATOUR-MAUBOURG,Centre,Grand format digital,digital,93.81,106046,64.43,68.32,True,ok,Galerie Marchande,cinéma,25
75-851-107-0039,Paris,7,48.8527334,2.3145039,20 BOULEVARD DES INVALIDES,Zone Commerciale,Grand format digital,mall_screen,93.42,177775,36.71,77.01,True,ok,Carrefour City Mall,stade,30
75-851-107-0040,Paris,7,48.8559904,2.325485,207 BOULEVARD SAINT GERMAIN,Quartier Affaires,DOOH 8m2,premium_digital,89.26,206439,26.94,58.4,True,maintenance,Retail Avenue,aéroport,24
75-851-107-0041,Paris,7,48.855827,2.3050666,69 AVENUE BOSQUET,Zone Commerciale,DOOH 2m2,digital,49.42,127408,57.47,43.49,True,maintenance,Carrefour City Mall,cinéma,25
75-851-108-0118,Paris,8,48.8716921,2.3220184,15 BOULEVARD MALESHERBES,Université,Grand format digital,street_digital,60.73,251735,25.75,25.72,True,ok,Grand Centre,centre commercial,19
75-851-108-0119,Paris,8,48.8752066,2.3159692,113 BOULEVARD HAUSSMANN,Quartier Affaires,Grand format digital,mall_screen,70.13,206928,76.7,40.9,True,ok,Retail Avenue,université,21
75-851-108-0120,Paris,8,48.8754625,2.3088562,36 RUE DE COURCELLES,Quartier Affaires,Grand format digital,premium_digital,90.46,268427,52.95,67.4,True,ok,Carrefour City Mall,stade,19
75-851-108-0121,Paris,8,48.8749252,2.3092122,159 BOULEVARD HAUSSMANN,Quartier Affaires,Grand format digital,premium_digital,77.64,284654,67.02,45.3,False,ok,Retail Avenue,cinéma,24
75-851-108-0122,Paris,8,48.872308,2.3101764,28 AVENUE FRANKLIN ROOSEVELT,Quartier Affaires,DOOH 2m2,premium_digital,90.05,254763,80.58,75.43,True,ok,Carmila Shopping,restaurant,16
75-851-108-0123,Paris,8,48.8657763,2.3040849,AV. MONTAIGNE/RUE BOCCADOR,Zone Commerciale,Grand format digital,street_digital,70.53,156979,43.19,64.9,True,ok,Grand Centre,restaurant,23
75-851-108-0124,Paris,8,48.8692804,2.3247839,27 BOULEVARD DE LA MADELEINE,Retail Park,Grand format digital,mall_screen,56.57,248906,82.39,51.25,True,ok,Grand Centre,aéroport,18
75-851-108-0125,Paris,8,48.8769041,2.317518,52 BOULEVARD MALESHERBES,Premium,Grand format digital,premium_digital,58.73,120576,23.32,87.93,True,ok,Galerie Marchande,aéroport,28
75-851-108-0126,Paris,8,48.8745765,2.3193984,3 PLACE SAINT AUGUSTIN,Quartier Affaires,Écran galerie,digital,88.5,193764,60.49,40.63,False,ok,Grand Centre,stade,16
75-851-108-0127,Paris,8,48.8818494,2.3223965,FACE 48 RUE DE MOSCOU,Centre,DOOH 2m2,street_digital,60.41,224272,88.09,18.74,True,ok,Carmila Shopping,restaurant,23
75-851-108-0128,Paris,8,48.8779178,2.322643,37 RUE DE ROME,Centre,DOOH 8m2,digital,91.51,200331,20.05,85.08,True,ok,Grand Centre,université,24
75-851-108-0129,Paris,8,48.8739358,2.2974042,AVENUE FRIEDLAND/ANGLE ARSENE HOUSSAYE,Université,DOOH 8m2,premium_digital,66.08,217414,37.97,17.22,True,ok,Retail Avenue,université,27
75-851-108-0130,Paris,8,48.8704962,2.3051632,67 RUE PIERRE CHARRON,Centre,DOOH 8m2,premium_digital,50.13,135762,28.84,47.37,True,maintenance,Galerie Marchande,gare,27
75-851-109-0076,Paris,9,48.8838926,2.3317866,FACE 65 BD DE CLICHY SUR TPC,Centre,Écran galerie,premium_digital,76.55,119830,77.69,31.32,True,ok,Carrefour City Mall,aéroport,22
75-851-109-0077,Paris,9,48.8731633,2.3333493,1  RUE LA FAYETTE,Retail Park,DOOH 2m2,mall_screen,82.67,150514,40.87,87.78,True,ok,Galerie Marchande,gare,27
75-851-109-0078,Paris,9,48.8734882,2.3296539,56 BOULEVARD HAUSSMANN,Quartier Affaires,Écran galerie,premium_digital,60.18,68288,52.86,36.32,True,ok,Carmila Shopping,gare,17
75-851-109-0079,Paris,9,48.8730511,2.326748,30 RUE TRONCHET,Zone Commerciale,Totem digital,street_digital,56.38,64001,66.28,85.21,True,maintenance,Galerie Marchande,cinéma,28
75-851-109-0081,Paris,9,48.8762605,2.3313137,2 PLACE D'ESTIENNE D'ORVES,Université,DOOH 8m2,mall_screen,87.44,257437,61.37,39.9,True,ok,Grand Centre,gare,23
75-851-109-0082,Paris,9,48.8705666,2.331415,12 BOULEVARD DES CAPUCINES,Premium,DOOH 8m2,digital,59.74,244925,78.15,77.43,True,ok,Carrefour City Mall,gare,23
75-851-109-0083,Paris,9,48.8711226,2.3348179,36 BOULEVARD DES ITALIENS,Centre,Grand format digital,mall_screen,95.13,182342,76.65,25.64,True,ok,Grand Centre,aéroport,21
75-851-109-0084,Paris,9,48.8742276,2.3284248,RUE CAUMARTIN,Quartier Affaires,Totem digital,street_digital,59.26,87916,78.82,44.04,True,ok,Carrefour City Mall,gare,21
75-851-109-0085,Paris,9,48.8707884,2.3477184,4 BOULEVARD POISSONNIERE,Centre,Totem digital,premium_digital,52.99,109268,48.39,22.22,True,ok,Retail Avenue,restaurant,27
75-851-109-0086,Paris,9,48.8697452,2.3265549,10 BOULEVARD DE LA MADELEINE,Université,DOOH 2m2,digital,75.6,251721,69.19,55.94,True,ok,Retail Avenue,restaurant,20
75-851-109-0087,Paris,9,48.8830044,2.3348995,39 BOULEVARD DE CLICHY,Premium,DOOH 8m2,premium_digital,64.49,278542,55.84,24.56,True,ok,Grand Centre,aéroport,24
75-851-110-0149,Paris,10,48.8766492,2.3610065,158 RUE DU FAUBOURG SAINT MARTIN,Centre,Totem digital,premium_digital,57.1,83071,59.05,73.97,False,ok,Carmila Shopping,cinéma,17
75-851-110-0151,Paris,10,48.8695938,2.3544739,4 BOULEVARD DE STRASBOURG,Gare,DOOH 2m2,street_digital,73.23,50148,61.62,25.67,True,maintenance,Galerie Marchande,université,17
75-851-110-0152,Paris,10,48.8695014,2.3620314,3 BOULEVARD MAGENTA,Centre,DOOH 2m2,mall_screen,49.81,152033,34.61,87.39,True,maintenance,Retail Avenue,université,30
75-851-110-0153,Paris,10,48.8840432,2.3676356,86 RUE DE L'AQUEDUC,Centre,Écran galerie,mall_screen,52.95,200823,21.06,82.24,True,ok,Galerie Marchande,université,19
75-851-110-0154,Paris,10,48.8762837,2.3576731,PLACE DU 8 MAI 1945/RUE ALSACE,Gare,Grand format digital,street_digital,67.61,136998,66.7,51.89,True,ok,Carrefour City Mall,gare,22
75-851-110-0155,Paris,10,48.8759571,2.3606227,FACE 2 AVENUE DE VERDUN,Retail Park,DOOH 2m2,mall_screen,65.5,235682,88.73,83.49,True,ok,Grand Centre,restaurant,23
75-851-110-0156,Paris,10,48.8757705,2.3600365,RUE DU 8 MAI 1945 DVT GARE,Gare,Grand format digital,street_digital,73.91,141615,70.77,47.14,False,ok,Galerie Marchande,restaurant,27
75-851-110-0157,Paris,10,48.871732,2.3600056,33 BOULEVARD MAGENTA,Université,DOOH 2m2,mall_screen,60.14,117671,74.4,60.57,True,ok,Galerie Marchande,centre commercial,28
75-851-110-0158,Paris,10,48.8753566,2.3735177,FACE 66 BD DE LA VILLETTE,Université,Écran galerie,digital,65.65,290142,25.68,75.74,True,ok,Carmila Shopping,stade,28
75-851-111-0019,Paris,11,48.8650634,2.3753713,52 AVENUE DE LA REPUBLIQUE,Centre,Grand format digital,digital,45.31,147808,31.93,81.27,True,ok,Carrefour City Mall,aéroport,25
75-851-111-0021,Paris,11,48.8533275,2.3786031,FACE 68 BOULEVARD RICHARD LENOIR,Premium,DOOH 2m2,premium_digital,87.64,186337,53.49,50.01,True,ok,Grand Centre,restaurant,29
75-851-111-0022,Paris,11,48.8644135,2.369023,BD VOLTAIRE/RUE GRUSSOL A 15M,Centre,Écran galerie,digital,48.87,111575,88.32,45.57,True,ok,Galerie Marchande,université,27
75-851-111-0023,Paris,11,48.8669433,2.3660204,1 AVENUE DE LA REPUBLIQUE,Université,Totem digital,street_digital,49.68,89229,67.03,36.95,False,ok,Carmila Shopping,restaurant,20
75-851-111-0024,Paris,11,48.8571323,2.378865,RUE DE LA ROQUETTE DEVANT SQUARE / ANGLE LEDRU ROLLIN,Quartier Affaires,Écran galerie,mall_screen,79.32,285847,93.4,45.59,True,ok,Carmila Shopping,centre commercial,21
75-851-111-0025,Paris,11,48.85883,2.3846032,FACE 164 RUE DE LA ROQUETTE,Centre,Grand format digital,digital,85.99,59458,23.29,44.77,True,ok,Carmila Shopping,gare,26
75-851-111-0026,Paris,11,48.8564778,2.3943052,111 BOULEVARD DE CHARONNE SUR TPC,Université,Totem digital,premium_digital,54.59,191347,80.62,85.19,True,ok,Retail Avenue,stade,17
75-851-111-0027,Paris,11,48.85479,2.3728494,4 BD RICHARD LENOIR SUR TPC,Gare,Grand format digital,digital,87.1,141504,59.47,39.32,True,ok,Retail Avenue,restaurant,18
75-851-111-0028,Paris,11,48.8547408,2.3873934,26 BD RICHARD LENOIR SUR TPC,Université,Totem digital,premium_digital,58.86,163088,56.29,64.3,True,ok,Carmila Shopping,centre commercial,23
75-851-112-0173,Paris,12,48.8425231,2.4098852,FACE N° 93 BOULEVARD SOULT,Quartier Affaires,Totem digital,premium_digital,57.03,269541,71.64,64.97,False,ok,Retail Avenue,aéroport,28
75-851-112-0174,Paris,12,48.847596,2.3745336,28 AVENUE DAUMESNIL,Retail Park,Totem digital,mall_screen,88.11,92845,35.37,81.85,True,maintenance,Retail Avenue,université,27
75-851-112-0175,Paris,12,48.8342031,2.4040419,95 BOULEVARD PONIATOWSKI,Zone Commerciale,Grand format digital,premium_digital,82.54,137198,50.31,36.34,True,ok,Grand Centre,restaurant,17
75-851-112-0176,Paris,12,48.8479749,2.3714487,RUE DE LYON/AV. LEDRU ROLLIN,Retail Park,Totem digital,mall_screen,80.22,51097,38.47,29.79,True,ok,Carmila Shopping,stade,28
75-851-112-0177,Paris,12,48.850315,2.3705165,FACE 55 RUE DE LYON,Quartier Affaires,Totem digital,premium_digital,72.07,292361,76.13,33.73,True,ok,Carmila Shopping,gare,18
75-851-112-0178,Paris,12,48.8462267,2.3765432,31 BIS BD DIDEROT,Retail Park,Écran galerie,premium_digital,64.16,256381,45.84,64.16,True,ok,Retail Avenue,université,18
75-851-112-0179,Paris,12,48.8423892,2.4010029,19 BOULEVARD DE PICPUS,Premium,Totem digital,mall_screen,52.8,109320,51.74,67.62,True,ok,Carmila Shopping,centre commercial,30
75-851-112-0181,Paris,12,48.8333742,2.4017259,65 BOULEVARD PONIATOWSKI,Centre,DOOH 2m2,digital,52.07,91840,68.16,69.13,True,ok,Carrefour City Mall,aéroport,21
75-851-112-0182,Paris,12,48.8470221,2.3836627,RUE FG ST ANTOINE/RUE REUILLY,Centre,Grand format digital,mall_screen,95.13,82905,76.65,25.64,True,ok,Grand Centre,aéroport,19
75-851-112-0183,Paris,12,48.8490131,2.3710848,32 RUE DE LYON,Retail Park,DOOH 2m2,digital,75.38,189905,75.83,77.95,True,ok,Carmila Shopping,cinéma,16
75-851-112-0184,Paris,12,48.8449951,2.3892266,56 RUE DE REUILLY,Université,Totem digital,street_digital,53.55,282340,94.62,85.41,False,ok,Galerie Marchande,gare,26
75-851-112-0185,Paris,12,48.8441694,2.4130251,AVENUE COURTELINE,Retail Park,Grand format digital,street_digital,54.78,109408,80.03,64.92,True,ok,Retail Avenue,stade,15
75-851-112-0186,Paris,12,48.8466127,2.4060768,87 RUE ARNOLD NETTER,Centre,DOOH 2m2,mall_screen,74.69,120287,69.84,40.04,True,ok,Retail Avenue,aéroport,30
75-851-112-0187,Paris,12,48.8442701,2.3724756,RUE DE BERCY/RUE VAN GOGH,Premium,Écran galerie,premium_digital,96.46,152894,89.42,18.75,True,ok,Retail Avenue,restaurant,30
75-851-113-0059,Paris,13,48.8372077,2.3476317,33 BD DE PORT ROYAL,Centre,Totem digital,premium_digital,81.93,57786,88.97,65.76,True,ok,Grand Centre,restaurant,22
75-851-113-0062,Paris,13,48.8327813,2.3563781,146 BD DE L'HOPITAL,Quartier Affaires,Écran galerie,premium_digital,93.55,110634,52.62,68.04,True,ok,Retail Avenue,aéroport,22
75-851-113-0064,Paris,13,48.8322217,2.3549837,76 AVENUE DES GOBELINS,Université,Écran galerie,premium_digital,92.22,286153,75.04,62.99,True,ok,Carrefour City Mall,cinéma,29
75-851-113-0065,Paris,13,48.8261775,2.3602991,RUE DE TOLBIAC/AV. D'IVRY,Université,DOOH 8m2,mall_screen,57.03,153459,55.85,39.88,True,ok,Carrefour City Mall,université,25
75-851-113-0118,Paris,13,48.8353682,2.373251,RUE ABEL GANCE,Quartier Affaires,Totem digital,premium_digital,72.07,200466,76.13,33.73,True,ok,Carmila Shopping,gare,24
75-851-113-0119,Paris,13,48.8240669,2.3763067,12 BOULEVARD MASSENA,Centre,Écran galerie,street_digital,65.7,67427,79.6,81.0,True,ok,Galerie Marchande,stade,28
75-851-113-0121,Paris,13,48.822979,2.368608,RUE NATIONALE,Centre,DOOH 2m2,digital,63.38,276373,41.79,77.86,True,ok,Grand Centre,centre commercial,26
75-851-113-0122,Paris,13,48.8304272,2.35289,BD AUGUSTE BLANQUI,Premium,DOOH 8m2,street_digital,86.07,176797,27.74,34.09,True,ok,Carrefour City Mall,stade,21
75-851-113-0123,Paris,13,48.8353105,2.3724136,N° 182 AV DE FRANCE,Zone Commerciale,DOOH 8m2,digital,56.51,246162,39.06,40.8,False,ok,Grand Centre,université,21
75-851-113-0124,Paris,13,48.823399,2.3743877,20 BOULEVARD MASSENA,Université,Grand format digital,street_digital,96.87,284976,84.04,39.22,True,ok,Retail Avenue,gare,18
75-851-113-0126,Paris,13,48.8344052,2.3576064,128 BD DE L'HOPITAL,Centre,Écran galerie,premium_digital,59.51,268856,72.5,57.51,False,ok,Galerie Marchande,gare,23
75-851-113-0127,Paris,13,48.8202196,2.3591479,147 AVENUE D'ITALIE,Quartier Affaires,DOOH 8m2,mall_screen,79.97,86646,68.53,42.57,True,ok,Carmila Shopping,gare,25
75-851-114-0102,Paris,14,48.8218112,2.324969,PLACE DU 25 AOUT 1944 SUR TP,Centre,Totem digital,mall_screen,76.59,235375,38.98,76.49,False,maintenance,Carmila Shopping,université,18
75-851-114-0103,Paris,14,48.8376828,2.3224689,2 RUE JEAN ZAY / AVENUE DU MAINE,Retail Park,Grand format digital,street_digital,97.26,123227,86.46,23.43,True,maintenance,Galerie Marchande,stade,17
75-851-114-0104,Paris,14,48.8349969,2.332176,FACE 297 BOULEVARD RASPAIL,Premium,Totem digital,street_digital,95.38,281126,48.94,55.52,True,ok,Retail Avenue,stade,29
75-851-114-0105,Paris,14,48.8334442,2.3361743,76 PLACE ST JACQUES,Zone Commerciale,DOOH 2m2,digital,79.96,163471,49.75,74.43,False,ok,Grand Centre,cinéma,17
75-851-114-0106,Paris,14,48.8236697,2.3309365,PLACE JULES HENAFFE,Quartier Affaires,DOOH 8m2,digital,92.06,259856,89.63,33.99,True,ok,Carrefour City Mall,cinéma,22
75-851-114-0107,Paris,14,48.827352,2.3349312,FACE 42 AVENUE RENE COTY,Retail Park,Totem digital,street_digital,62.52,211535,90.75,75.3,True,ok,Carrefour City Mall,université,28
75-851-114-0108,Paris,14,48.8230158,2.3159489,FACE 28 AV. PTE DE CHATILLON,Premium,Écran galerie,premium_digital,93.83,164219,88.39,87.48,True,ok,Carrefour City Mall,centre commercial,17
75-851-114-0109,Paris,14,48.8330469,2.3246405,168 AVENUE DU MAINE,Université,DOOH 2m2,digital,66.04,199505,36.85,24.97,True,ok,Carmila Shopping,stade,21
75-851-114-0111,Paris,14,48.8344988,2.3328484,PLACE DENFERT ROCHEREAU,Université,Écran galerie,mall_screen,97.64,233950,27.31,85.66,True,ok,Grand Centre,stade,19
75-851-114-0112,Paris,14,48.832127,2.3304961,22 AVENUE DU GENERAL LECLERC,Retail Park,Écran galerie,digital,95.21,174498,61.91,61.18,True,ok,Carmila Shopping,centre commercial,27
75-851-114-0113,Paris,14,48.8348549,2.3414973,84 BD ARAGO,Quartier Affaires,DOOH 2m2,mall_screen,97.88,229639,73.92,35.3,False,ok,Carmila Shopping,stade,24
75-851-115-0163,Paris,15,48.8345148,2.2840545,FACE 32 BOULEVARD VICTOR,Université,Grand format digital,street_digital,93.98,218099,90.93,34.34,False,ok,Retail Avenue,gare,16
75-851-115-0164,Paris,15,48.8259299,2.3001272,FACE 35 AV.DE LA PTE BRANCION,Zone Commerciale,Grand format digital,street_digital,71.16,87002,42.03,20.73,True,ok,Grand Centre,stade,15
75-851-115-0165,Paris,15,48.8440973,2.3229324,FACE AU 2 RUE DE L'ARRIVEE,Premium,DOOH 2m2,premium_digital,88.49,240178,35.25,25.14,True,ok,Grand Centre,université,18
75-851-115-0166,Paris,15,48.8404701,2.3154031,69 BOULEVARD DE VAUGIRARD,Premium,DOOH 8m2,digital,59.74,54730,78.15,77.43,True,ok,Carrefour City Mall,gare,30
75-851-115-0167,Paris,15,48.8416314,2.299468,FACE 154 RUE LECOURBE,Zone Commerciale,DOOH 8m2,mall_screen,81.03,291329,71.42,38.31,True,ok,Galerie Marchande,université,19
75-851-115-0168,Paris,15,48.8465121,2.2858939,38 RUE DES ENTREPRENEURS,Université,Totem digital,mall_screen,79.37,53078,76.19,67.53,True,ok,Retail Avenue,cinéma,22
75-851-115-0169,Paris,15,48.8467854,2.3166138,4 BOULEVARD MONTPARNASSE,Gare,DOOH 8m2,premium_digital,96.96,186458,59.32,26.08,True,ok,Carrefour City Mall,centre commercial,19
75-851-115-0173,Paris,15,48.8331906,2.3102166,RUE DE VOUILLE LIMITE ALESIA,Quartier Affaires,Totem digital,street_digital,71.53,208894,75.92,60.28,True,ok,Carmila Shopping,aéroport,24
75-851-115-0174,Paris,15,48.840885,2.2779924,63 RUE BALARD,Zone Commerciale,Totem digital,mall_screen,94.25,136841,41.42,69.64,True,ok,Carrefour City Mall,stade,18
75-851-115-0175,Paris,15,48.8507178,2.2925187,FACE 64 BD DE GRENELLE,Gare,Grand format digital,street_digital,67.61,168682,66.7,51.89,True,ok,Carrefour City Mall,gare,27
75-851-115-0176,Paris,15,48.836338,2.306415,2 PLACE D'ALLERAY,Université,DOOH 2m2,street_digital,76.01,105925,83.23,52.95,True,ok,Carrefour City Mall,université,18
75-851-115-0177,Paris,15,48.8377963,2.2722547,15 BOULEVARD DU GENERAL MARTIAL VALIN,Quartier Affaires,Grand format digital,premium_digital,59.89,100030,33.24,53.05,True,ok,Grand Centre,université,22
75-851-115-0178,Paris,15,48.8323376,2.2883241,PLACE DE LA PTE DE VERSAILLES,Zone Commerciale,Grand format digital,street_digital,45.66,178910,60.96,85.82,True,ok,Carrefour City Mall,université,26
75-851-115-0179,Paris,15,48.8499404,2.2883525,40 RUE SAINT CHARLES,Quartier Affaires,DOOH 8m2,digital,47.12,128343,61.75,21.94,False,ok,Carrefour City Mall,université,26
75-851-115-0182,Paris,15,48.8461881,2.2785826,FACE 6 AVENUE EMILE ZOLA,Zone Commerciale,DOOH 2m2,street_digital,84.7,132239,39.92,56.25,True,ok,Retail Avenue,université,29
75-851-115-0183,Paris,15,48.839834,2.3213045,2 RUE DU CDT RENE MOUCHOTTE,Centre,Grand format digital,street_digital,48.82,154669,44.43,17.12,False,ok,Galerie Marchande,aéroport,15
75-851-115-0184,Paris,15,48.8416447,2.3206167,10 PLACE RAOUL DAUTRY,Zone Commerciale,DOOH 2m2,digital,49.84,165614,80.64,43.19,True,ok,Grand Centre,restaurant,26
75-851-116-0093,Paris,16,48.8384993,2.2553954,PLACE DU DOCTEUR P. MICHAUX,Gare,DOOH 2m2,premium_digital,49.1,164794,27.54,31.6,False,ok,Grand Centre,cinéma,30
75-851-116-0094,Paris,16,48.8678762,2.281023,120 AVENUE VICTOR HUGO,Retail Park,Grand format digital,street_digital,76.18,294909,32.3,85.74,False,ok,Carrefour City Mall,gare,15
75-851-116-0095,Paris,16,48.852726,2.2754522,6 RUE JEAN DE LA FONTAINE,Université,Totem digital,street_digital,89.82,182952,89.89,22.57,True,ok,Grand Centre,stade,21
75-851-116-0096,Paris,16,48.8585696,2.2848697,23 BOULEVARD DELESSERT,Quartier Affaires,Totem digital,street_digital,61.39,208764,50.1,42.46,True,ok,Carmila Shopping,cinéma,19
75-851-116-0097,Paris,16,48.8472328,2.2744209,2 RUE DE L'AMIRAL CLOUE,Université,Écran galerie,mall_screen,82.75,183832,82.17,29.02,True,ok,Carrefour City Mall,université,18
75-851-116-0098,Paris,16,48.8623173,2.2677072,2 BOULEVARD SUCHET,Université,Totem digital,digital,51.45,102152,68.6,40.42,True,ok,Carmila Shopping,gare,25
75-851-116-0099,Paris,16,48.8695149,2.2982972,51 AVENUE MARCEAU,Premium,DOOH 8m2,premium_digital,92.42,295624,64.37,77.77,True,ok,Grand Centre,aéroport,26
75-851-116-0102,Paris,16,48.8431525,2.2601128,BD EXELMANS/RUE MICHEL ANGE,Université,Grand format digital,street_digital,51.94,276521,59.32,60.87,True,ok,Galerie Marchande,restaurant,29
75-851-116-0103,Paris,16,48.8544477,2.269265,61 AVENUE MOZART,Quartier Affaires,Grand format digital,digital,93.56,146041,57.69,89.54,False,ok,Carmila Shopping,stade,19
75-851-116-0104,Paris,16,48.8640954,2.2775893,AVENUE GEORGES MANDEL SUR TPC,Université,DOOH 8m2,premium_digital,91.19,231098,81.09,55.53,True,ok,Carmila Shopping,stade,23
75-851-116-0105,Paris,16,48.868323,2.2911364,43 AVENUE KLEBER,Université,Totem digital,digital,94.11,181160,38.13,35.3,False,ok,Retail Avenue,université,26
75-851-116-0106,Paris,16,48.8478066,2.2577325,PLACE DE LA PORTE D'AUTEUIL,Centre,DOOH 8m2,street_digital,74.09,151966,92.32,27.88,True,maintenance,Grand Centre,aéroport,18
75-851-116-0107,Paris,16,48.838417,2.2548864,AVENUE EDOUARD VAILLANT,Zone Commerciale,Totem digital,street_digital,78.12,69001,30.77,33.25,True,ok,Grand Centre,centre commercial,23
75-851-116-0108,Paris,16,48.8412255,2.2658661,150 AVENUE DE VERSAILLES,Zone Commerciale,Grand format digital,premium_digital,86.54,106291,41.78,33.47,True,maintenance,Carrefour City Mall,aéroport,18
75-851-116-0109,Paris,16,48.8701383,2.2956229,51 AVENUE D'IENA,Premium,Écran galerie,street_digital,52.97,189599,87.45,22.85,True,ok,Carmila Shopping,stade,27
75-851-116-0111,Paris,16,48.8651786,2.2995773,8 AVENUE DE PRESIDENT WILSON,Retail Park,DOOH 2m2,digital,91.47,170330,87.21,39.0,False,ok,Grand Centre,restaurant,17
75-851-116-0112,Paris,16,48.8643969,2.2750555,AVENUE HENRI MARTIN,Zone Commerciale,DOOH 8m2,mall_screen,88.33,131313,84.41,81.84,False,ok,Carmila Shopping,stade,16
75-851-116-0113,Paris,16,48.8766109,2.2857376,77 AVENUE DE LA GRANDE ARMEE,Premium,Écran galerie,premium_digital,57.51,298906,73.37,60.36,True,ok,Galerie Marchande,centre commercial,21
75-851-117-0144,Paris,17,48.8913394,2.3187535,147 AVENUE DE CLICHY,Zone Commerciale,DOOH 2m2,premium_digital,92.6,192975,40.31,18.12,True,ok,Galerie Marchande,stade,24
75-851-117-0145,Paris,17,48.8894016,2.3163116,FACE 160 RUE CARDINET,Premium,DOOH 8m2,digital,88.82,142394,79.97,89.92,True,ok,Carmila Shopping,restaurant,28
75-851-117-0146,Paris,17,48.8782101,2.2976527,1 AVENUE DES TERNES,Quartier Affaires,Écran galerie,digital,56.93,277632,35.91,24.65,True,ok,Carmila Shopping,stade,26
75-851-117-0147,Paris,17,48.8782602,2.2942066,FACE 24 AVENUE MAC MAHON,Quartier Affaires,Grand format digital,premium_digital,78.33,156971,67.91,73.09,True,ok,Carmila Shopping,cinéma,28
75-851-117-0148,Paris,17,48.8817838,2.2957611,FACE 33 RUE PIERRE DEMOURS,Premium,DOOH 8m2,mall_screen,49.57,195196,59.69,89.91,True,ok,Carmila Shopping,restaurant,22
75-851-117-0149,Paris,17,48.8852975,2.3070504,155 BD MALESHERBES,Université,Totem digital,street_digital,78.62,119681,22.91,66.6,True,ok,Galerie Marchande,centre commercial,21
75-851-117-0150,Paris,17,48.8760194,2.2891629,RUE VILLARET DE JOYEUSE,Gare,Écran galerie,digital,88.51,157549,52.14,59.47,True,ok,Carrefour City Mall,stade,30
75-851-117-0151,Paris,17,48.8829295,2.2963516,81 AVENUE NIEL,Gare,DOOH 2m2,street_digital,73.23,174703,61.62,25.67,True,maintenance,Galerie Marchande,université,30
75-851-117-0152,Paris,17,48.8869178,2.3124516,12 RUE JOUFFROY D'ABBANS,Premium,Grand format digital,digital,51.04,241496,40.47,23.24,True,ok,Carrefour City Mall,gare,17
75-851-117-0153,Paris,17,48.8751046,2.2939107,4 AVENUE CARNOT,Retail Park,Écran galerie,street_digital,73.73,116814,71.94,61.95,True,ok,Galerie Marchande,université,28
75-851-117-0154,Paris,17,48.8811418,2.3139873,12 BOULEVARD DE COURCELLES,Université,Totem digital,mall_screen,66.49,177979,48.84,31.86,True,ok,Carrefour City Mall,centre commercial,19
75-851-117-0155,Paris,17,48.8976818,2.3240285,44 BOULEVARD BESSIERES,Retail Park,DOOH 2m2,digital,50.34,137664,70.76,43.78,True,ok,Grand Centre,gare,26
75-851-117-0156,Paris,17,48.893751,2.3147386,190 TER AVENUE DE CLICHY,Centre,Grand format digital,premium_digital,69.26,135753,65.37,70.35,True,ok,Galerie Marchande,centre commercial,27
